names,GEO,expn,isoform,tissue,sex,strain
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046101,18,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046108,5554,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046108,3134,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046108,62,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046109,2306,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046109,1178,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046109,17,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046110,1773,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046110,1606,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046110,22,201,inguinal adipose tissue,female,C57BL/6J
